PB_ID;Product_Description;Name;Ookinete;Oocyst;Sporozoite;Liver;Merozoite;Ring;Trophozoite;Schizont;Female;Male;Further_Information
PBANKA_1441300;heptatricopeptide repeat and RAP domain-containing protein, putative;N/A;0,49;3,12;0,05;1,5;0,06;0,17;2,47;2,07;1,93;2,23;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1441300"">PBANKA_1441300</a>"
PBANKA_1441400;proliferating cell nuclear antigen 2;PCNA2;1,06;3,34;0,63;4,61;0,02;0,8;6,82;2,56;3,47;5,08;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1441400"">PBANKA_1441400</a>"
PBANKA_1441500;U3 small nucleolar RNA-interacting protein 2, putative;RRP9;4,76;5,31;0,6;2,62;0,45;0,62;2,68;1,86;0,98;0,4;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1441500"">PBANKA_1441500</a>"
PBANKA_1441600;ataxin-3, putative;ATX3;0,5;2,53;0;2,3;0,05;0,43;4,2;0,94;1,57;2,91;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1441600"">PBANKA_1441600</a>"
PBANKA_1441700;parasitophorous vacuolar protein 2;PV2;0,11;1,59;0;2,72;0,6;1,26;4,34;2,03;0,56;0,75;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1441700"">PBANKA_1441700</a>"
PBANKA_1441800;conserved Plasmodium protein, unknown function;N/A;0,64;0,09;0;2,34;0;0,17;3,74;1,72;2,08;4,81;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1441800"">PBANKA_1441800</a>"
PBANKA_1441900;DNA helicase 60, putative;DH60;1,71;6,38;0,16;1,5;0,05;0,87;0,51;0,1;4,09;1,3;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1441900"">PBANKA_1441900</a>"
PBANKA_1442000;potassium channel K1;K1;0,29;3,03;1,23;2,98;0,05;0,37;4,03;3,23;1,37;0,57;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1442000"">PBANKA_1442000</a>"
PBANKA_1442100;conserved Plasmodium protein, unknown function;N/A;0,61;1,98;0,99;3,03;0;0,36;3,74;0,65;1,48;1,28;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1442100"">PBANKA_1442100</a>"
PBANKA_1442200;protein SOC2;SOC2;7,04;7,85;6,35;8,94;0,22;2,18;9,85;3,06;7,59;9,41;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1442200"">PBANKA_1442200</a>"
PBANKA_1442300;conserved Plasmodium protein, unknown function;N/A;2,41;1,96;1,01;2,75;0;0,16;4,36;3,09;1,22;4,86;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1442300"">PBANKA_1442300</a>"
PBANKA_1442400;conserved Plasmodium protein, unknown function;N/A;0,04;0,63;0,05;1,32;0,65;0,19;0,81;3,99;0,33;0,7;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1442400"">PBANKA_1442400</a>"
PBANKA_1442500;elongator complex protein 3, putative;ELP3;2,84;5,67;1,13;2,59;1,57;0,86;0,69;2,45;1,06;0,43;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1442500"">PBANKA_1442500</a>"
PBANKA_1442600;RNA pseudouridylate synthase, putative;N/A;3,35;5,22;0,29;2,3;0,13;1,01;1,68;0,73;5,26;0,11;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1442600"">PBANKA_1442600</a>"
PBANKA_1442700;conserved protein, unknown function;N/A;0,03;0,48;0,01;1,11;0;0,48;1,28;0,07;0,24;0,15;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1442700"">PBANKA_1442700</a>"
PBANKA_1442800;leucine-rich repeat protein;LRR13;0,07;1,4;0,05;1,9;0;0,42;1,26;0,03;0,23;1,83;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1442800"">PBANKA_1442800</a>"
PBANKA_1442900;conserved Plasmodium protein, unknown function;N/A;0,6;3,41;0,1;1,11;0;0,37;1,86;0,04;0,34;0,84;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1442900"">PBANKA_1442900</a>"
PBANKA_1443000;NIMA related kinase 1, putative;NEK1;5,69;2,34;2,7;4,88;0,13;0,5;6;0,83;1,81;6,44;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1443000"">PBANKA_1443000</a>"
PBANKA_1443100;conserved Plasmodium protein, unknown function;N/A;0,52;5,26;0,28;2,52;0,19;1,52;3,31;0,25;0,57;0,2;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1443100"">PBANKA_1443100</a>"
PBANKA_1443200;RNA pseudouridylate synthase, putative;N/A;0,24;5,74;0;4,51;0,03;1,36;4,39;0,4;0,35;0,16;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1443200"">PBANKA_1443200</a>"
PBANKA_1443300;merozoite surface protein 9, putative;N/A;0,39;0,27;0;3,21;0,05;0,45;10,22;4,21;1,08;0,26;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1443300"">PBANKA_1443300</a>"
PBANKA_1443400;conserved Plasmodium protein, unknown function;N/A;7,98;6,73;0,35;5,19;0,02;1,24;6,34;0,69;0,14;0,01;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1443400"">PBANKA_1443400</a>"
PBANKA_1443500;WD repeat-containing protein, putative;N/A;4,08;5,56;1,65;6,55;0,26;1,88;6,95;1,51;2,85;1,34;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1443500"">PBANKA_1443500</a>"
PBANKA_1443600;conserved Plasmodium protein, unknown function;N/A;1,96;3,24;0,5;1,41;0;0,21;1,55;0,18;0,87;0,77;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1443600"">PBANKA_1443600</a>"
PBANKA_1443700;conserved Plasmodium protein, unknown function;N/A;5,75;7,36;2,92;4,9;0,14;0,98;3,03;1,55;5,93;3,37;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1443700"">PBANKA_1443700</a>"
PBANKA_1443800;multidrug resistance-associated protein 2;MRP2;3,28;3,95;3,15;3,68;1,22;1,25;3,12;3,12;2,66;3,5;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1443800"">PBANKA_1443800</a>"
PBANKA_1443900;conserved Plasmodium protein, unknown function;N/A;1,32;1,61;2,41;3,53;0,23;0,27;4,37;4,51;4,9;5,24;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1443900"">PBANKA_1443900</a>"
PBANKA_1444000;macrophage migration inhibitory factor;MIF;0,99;6,78;0,13;4,4;0;3,2;7,55;0,44;2,2;0,38;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1444000"">PBANKA_1444000</a>"
PBANKA_1444100;T-complex protein 1 subunit gamma, putative;CCT3;0,48;6,85;0,2;4,57;0;2,26;3,11;0,28;1,13;0,88;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1444100"">PBANKA_1444100</a>"
PBANKA_1444200;conserved Plasmodium protein, unknown function;N/A;1,84;5,69;0,14;4,39;0,05;1,33;4,86;0,18;5,41;0,27;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1444200"">PBANKA_1444200</a>"
PBANKA_1444300;conserved protein, unknown function;N/A;1,42;3,33;0,06;3,02;0,03;0,44;3,86;0,16;4,46;0,09;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1444300"">PBANKA_1444300</a>"
PBANKA_1444400;conserved Plasmodium protein, unknown function;N/A;1,18;2,66;0,25;1,79;0;0,22;1,6;0,94;1,81;0,12;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1444400"">PBANKA_1444400</a>"
PBANKA_1444500;myosin J, putative;MyoJ;3,63;2,41;0,44;2,02;0,14;0,09;1,79;4,68;3,87;0,57;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1444500"">PBANKA_1444500</a>"
PBANKA_1444600;conserved Plasmodium protein, unknown function;N/A;4,03;3,7;1,38;2,47;0,01;0,57;2,82;0,53;1,3;5,09;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1444600"">PBANKA_1444600</a>"
PBANKA_1444700;TBC domain-containing protein, putative;N/A;5,84;3,83;0,2;3,82;0,05;0,98;4,76;0,35;1,13;2,12;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1444700"">PBANKA_1444700</a>"
PBANKA_1444800;thioredoxin-like associated protein 1, putative;TLAP1;1,23;0,09;0;0,14;0,64;0,11;0,24;0,63;9,39;0,2;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1444800"">PBANKA_1444800</a>"
PBANKA_1444900;vacuolar transporter chaperone, putative;N/A;0,54;4,87;0,07;2,83;0;0,61;2,01;0,22;2,38;0,66;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1444900"">PBANKA_1444900</a>"
PBANKA_1445000;subpellicular microtubule protein 2, putative;SPM2;5,8;0,19;0,57;0,83;0,02;0,04;0,17;0,73;8,04;0,01;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1445000"">PBANKA_1445000</a>"
PBANKA_1445100;ATP-dependent protease subunit ClpQ, putative;ClpQ;1,91;6,52;0,05;4,63;0,04;1,14;3,09;0,24;2,71;0,68;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1445100"">PBANKA_1445100</a>"
PBANKA_1445200;WD repeat-containing protein, putative;N/A;2,67;3,88;0,18;0,85;0,5;0,48;0,42;0,66;0,9;0,07;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1445200"">PBANKA_1445200</a>"
PBANKA_1445300;sun-family protein, putative;N/A;2,5;4,44;0,84;2,18;0,1;0,23;1,44;0,04;1,34;0;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1445300"">PBANKA_1445300</a>"
PBANKA_1445400;protein transport protein SEC13;SEC13;1,4;5,03;0,25;3,63;0,38;0,62;7,15;3,42;2,38;0,52;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1445400"">PBANKA_1445400</a>"
PBANKA_1445500;pre-mRNA-splicing regulator, putative;WTAP;1,14;6,79;0,05;3,81;0,84;1,23;4,14;1,85;1,47;1,47;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1445500"">PBANKA_1445500</a>"
PBANKA_1445600;serine/threonine protein kinase RIO1, putative;RIO1;1,49;3,73;0,21;1,03;0,25;0,21;0,42;2,21;1,98;0,58;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1445600"">PBANKA_1445600</a>"
PBANKA_1445700;conserved Plasmodium protein, unknown function;N/A;4,72;4,34;1,54;2,67;0,34;1,19;0,41;0,36;8,13;1,22;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1445700"">PBANKA_1445700</a>"
PBANKA_1445800;ras-related protein Rab-2, putative;RAB2;0,86;2,43;0;1,52;0,03;0,44;2,27;3,19;3,52;1,49;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1445800"">PBANKA_1445800</a>"
PBANKA_1445900;conserved Plasmodium protein, unknown function;N/A;7,29;6,64;0,62;2,23;0,06;0,91;2,5;2,43;5,83;4,32;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1445900"">PBANKA_1445900</a>"
PBANKA_1446000;conserved Plasmodium protein, unknown function;N/A;0,13;0,03;0,03;0,09;0,03;0,06;0,22;0,07;3,27;0,88;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1446000"">PBANKA_1446000</a>"
PBANKA_1446100;amino acid transporter, putative;N/A;1,51;2,96;0,06;2,15;0,05;0,33;3,62;3,99;3,89;1,96;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1446100"">PBANKA_1446100</a>"
PBANKA_1446200;mitosis protein dim1, putative;N/A;0,3;2,06;0;1,26;0,14;0,41;1,14;0,44;2,68;0,06;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1446200"">PBANKA_1446200</a>"
PBANKA_1446300;pre-mRNA-splicing factor ATP-dependent RNA helicase PRP2, putative;PRP2;1,63;2,97;1,61;3,42;0,04;0,88;2,25;0,42;1,83;2,47;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1446300"">PBANKA_1446300</a>"
PBANKA_1446400;conserved protein, unknown function;N/A;1,43;4,31;0,01;1,56;0;0,45;0,23;0,02;0,65;0,06;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1446400"">PBANKA_1446400</a>"
PBANKA_1446500;asparagine-rich protein, putative;N/A;0,54;4,31;0,96;6,88;0,01;2,94;6,06;0,9;2,78;3,38;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1446500"">PBANKA_1446500</a>"
PBANKA_1446600;WD repeat-containing protein, putative;N/A;2,9;3,06;1,47;1,35;0,1;0,45;1,24;2,58;2,61;2,24;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1446600"">PBANKA_1446600</a>"
PBANKA_1446700;phenylalanine--tRNA ligase, putative;N/A;2,49;2,37;0,14;2,25;0,11;0,32;3,79;0,43;1,27;0,26;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1446700"">PBANKA_1446700</a>"
PBANKA_1446800;60 kDa chaperonin, putative;CPN60;1,25;7,15;0,25;3,78;0,05;1,9;4,56;0,16;0,88;0,95;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1446800"">PBANKA_1446800</a>"
PBANKA_1446900;dihydrolipoyl dehydrogenase, mitochondrial, putative;LPD1;0,6;6,53;0,23;5,09;0;1,26;6,32;0,26;5,22;0,52;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1446900"">PBANKA_1446900</a>"
PBANKA_1447000;cytochrome b5, putative;N/A;1,85;1,37;0,81;0,23;0,02;0,04;3,64;0,41;3,83;1,13;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1447000"">PBANKA_1447000</a>"
PBANKA_1447100;CWC16 domain-containing protein, putative;N/A;5,02;4,73;2,43;4,4;0,62;0,93;3,37;2,39;3,25;4,5;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1447100"">PBANKA_1447100</a>"
PBANKA_1447200;CG2-related protein, putative;N/A;4,27;3,74;0,49;2,27;0,15;0,34;2,72;3,1;3,91;3,67;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1447200"">PBANKA_1447200</a>"
PBANKA_1447300;conserved Plasmodium protein, unknown function;N/A;1,99;2,34;0,54;0,46;0;0,06;0,96;0,2;1,27;0,59;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1447300"">PBANKA_1447300</a>"
PBANKA_1447400;conserved Plasmodium protein, unknown function;N/A;0,19;1,52;0,01;1,52;0;0,24;2,87;0,51;0,88;0,53;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1447400"">PBANKA_1447400</a>"
PBANKA_1447500;conserved Plasmodium protein, unknown function;N/A;0,32;1,91;0;0,9;0;0,2;1,33;0,27;0,68;0,87;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1447500"">PBANKA_1447500</a>"
PBANKA_1447600;nucleotidyltransferase, putative;N/A;2,51;3,9;0,11;1,3;0;0,39;1,87;0,84;1,6;1,97;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1447600"">PBANKA_1447600</a>"
PBANKA_1447700;elongation factor G, putative;EF-G;3,24;5,53;0,12;2,67;0,06;0,56;3,48;0,21;1,86;0,14;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1447700"">PBANKA_1447700</a>"
PBANKA_1447800;conserved protein, unknown function;N/A;3,59;2,92;0,5;1,46;0,12;0,87;1,39;0,46;0,82;1,2;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1447800"">PBANKA_1447800</a>"
PBANKA_1447900;conserved Plasmodium protein, unknown function;N/A;0,87;0,52;0,02;0,73;0,08;0,76;0,69;1,36;3,36;6,41;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1447900"">PBANKA_1447900</a>"
PBANKA_1448000;pentatricopeptide repeat domain-containing protein, putative;PPR2;5,54;6,19;0,08;3,24;0,19;1,62;1,55;0,17;5,87;1,57;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1448000"">PBANKA_1448000</a>"
PBANKA_1448100;conserved Plasmodium protein, unknown function;N/A;1,55;3,45;0;0,96;0,12;0,3;2,49;0,18;0,81;0,39;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1448100"">PBANKA_1448100</a>"
PBANKA_1448200;asparagine/aspartate rich protein, putative;N/A;5,96;6,78;4,08;5,38;0,11;2,75;5,48;2,44;5,3;4,2;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1448200"">PBANKA_1448200</a>"
PBANKA_1448300;homocysteine S-methyltransferase, putative;N/A;0,33;0,72;0,07;1,79;0;0,15;2,57;0,87;0,44;1,11;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1448300"">PBANKA_1448300</a>"
PBANKA_1448400;conserved protein, unknown function;N/A;0,72;4,56;0,02;4,74;0,03;1,75;4,62;2,65;2,99;3,5;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1448400"">PBANKA_1448400</a>"
PBANKA_1448500;sentrin-specific protease 1, putative;SENP1;2,12;3,89;0,7;3,28;0,15;0,41;3,23;3,06;3,01;4,2;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1448500"">PBANKA_1448500</a>"
PBANKA_1448600;conserved Plasmodium protein, unknown function;N/A;2,07;1,92;0,15;1,18;0;0,2;1,54;0,41;0,39;1,04;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1448600"">PBANKA_1448600</a>"
PBANKA_1448700;bromodomain protein, putative;BDP5;6,19;6,12;3,7;5,45;1,27;2,48;5,22;3,53;3,28;3,26;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1448700"">PBANKA_1448700</a>"
PBANKA_1448800;helicase, putative;N/A;4,97;2,32;0,06;4,89;0,01;0,77;5,73;1,48;3,95;2,13;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1448800"">PBANKA_1448800</a>"
PBANKA_1448900;DNA polymerase epsilon subunit B, putative;N/A;1,34;2;0;2,98;0;0,48;3,66;0,38;2,07;5,41;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1448900"">PBANKA_1448900</a>"
PBANKA_1449000;microgamete surface protein MiGS, putative;MiGS;0,61;0,43;0,03;0,64;0,01;0,34;1,2;0,56;2,64;10,25;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1449000"">PBANKA_1449000</a>"
PBANKA_1449100;conserved Plasmodium protein, unknown function;N/A;1,11;2,14;0,3;0,3;0;0,19;1,27;0,31;1,56;1,57;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1449100"">PBANKA_1449100</a>"
PBANKA_1449200;protein TOC75, putative;TOC75;3,73;4,67;1,7;3,04;0;0,54;4,44;0,34;1,6;2,69;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1449200"">PBANKA_1449200</a>"
PBANKA_1449300;upregulated in late gametocytes ULG8, putative;ULG8;1,32;2,43;1,67;3,26;0,1;0,32;0,95;0,33;8,84;0,8;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1449300"">PBANKA_1449300</a>"
PBANKA_1449400;splicing factor 3B subunit 3, putative;SF3B3;1,25;3,12;0,13;3,25;0,4;0,44;3,81;1,37;1,57;0,41;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1449400"">PBANKA_1449400</a>"
PBANKA_1449500;conserved Plasmodium protein, unknown function;N/A;8,95;10,02;6,02;10,13;0,05;3,64;10,56;7,04;9,04;5,31;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1449500"">PBANKA_1449500</a>"
PBANKA_1449600;PIH1 domain-containing protein, putative;PIH1;0,71;0,86;0,55;1,01;0;0,09;0,05;0,07;1,17;0,48;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1449600"">PBANKA_1449600</a>"
PBANKA_1449700;conserved protein, unknown function;N/A;8,11;6,68;5,06;6,32;0;0,89;3,54;3,92;7,52;6,71;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1449700"">PBANKA_1449700</a>"
PBANKA_1449800;inorganic pyrophosphatase, putative;VP2;0,97;0,5;0,4;3,45;0,03;0,04;0,9;0,47;3,21;0,48;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1449800"">PBANKA_1449800</a>"
PBANKA_1449900;CCR4-NOT transcription complex subunit 4, putative;NOT4;7,36;7,63;3,4;5,22;0,81;1,19;5,99;1,87;6,27;0,29;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1449900"">PBANKA_1449900</a>"
PBANKA_1450000;tetQ family GTPase, putative;N/A;2,34;1,66;0,04;1,29;0;0,12;1,32;0,17;3,19;0,12;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1450000"">PBANKA_1450000</a>"
PBANKA_1450100;mRNA methyltransferase, putative;N/A;1,35;4,4;0,03;1,21;0,11;0,25;1,66;0,32;1,32;0,07;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1450100"">PBANKA_1450100</a>"
PBANKA_1450200;serine hydroxymethyltransferase, putative;SHMT;0,97;2,38;0;5,04;0,02;1,24;9,92;1,46;4,56;7,5;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1450200"">PBANKA_1450200</a>"
PBANKA_1450300;ATP synthase subunit beta, mitochondrial;ATPbeta;4,03;7,98;0,08;7,54;0;2,3;8,07;2,14;5,61;0,49;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1450300"">PBANKA_1450300</a>"
PBANKA_1450400;conserved Plasmodium protein, unknown function;N/A;1,99;1,72;0,41;2;0,08;0,26;1,23;0,37;4,43;6,71;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1450400"">PBANKA_1450400</a>"
PBANKA_1450500;pre-mRNA-splicing factor SYF1, putative;XAB2;2,92;3,27;0,08;3,11;0,02;0,57;3,91;0,8;2,06;2,33;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1450500"">PBANKA_1450500</a>"
PBANKA_1450600;vesicle transport v-SNARE protein VTI1, putative;N/A;1,46;2,02;0,33;1,44;0,01;0,56;2,11;0,55;1,51;1,53;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1450600"">PBANKA_1450600</a>"
PBANKA_1450700;clustered-asparagine-rich protein, putative;CARP;0,46;1,66;0,11;0,88;0;0,14;4,35;0,76;2,01;1,99;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1450700"">PBANKA_1450700</a>"
PBANKA_1450800;conserved Plasmodium protein, unknown function;N/A;7,83;3,44;2,27;0,93;0,02;0,26;0,38;0,09;4,07;0,46;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1450800"">PBANKA_1450800</a>"
PBANKA_1450900;conserved protein, unknown function;N/A;3,72;5,18;1,12;1,96;0;0,32;3,15;0,12;1,8;0;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1450900"">PBANKA_1450900</a>"
PBANKA_1451000;conserved Plasmodium protein, unknown function;N/A;2,09;2,78;0,19;3,03;0;0,31;4,1;0,42;1,86;2,15;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1451000"">PBANKA_1451000</a>"
PBANKA_1451100;conserved Plasmodium protein, unknown function;N/A;4,19;0,28;0,05;0,31;0,44;0,17;0,27;0,17;8,78;1,75;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1451100"">PBANKA_1451100</a>"
PBANKA_1451200;p25-alpha family protein, putative;N/A;7,28;4,16;0,35;2,23;0;0,1;0,44;0,17;5,13;0,41;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1451200"">PBANKA_1451200</a>"
PBANKA_1451300;S-adenosyl-methyltransferase, putative;N/A;5,51;3,6;0,22;1,92;0;1,41;3,58;0,14;1,22;0,14;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1451300"">PBANKA_1451300</a>"
PBANKA_1451400;protein-S-isoprenylcysteine O-methyltransferase, putative;N/A;0,56;0,81;0,02;0,86;0;0,08;1,61;0,96;1,97;0,09;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1451400"">PBANKA_1451400</a>"
PBANKA_1451500;conserved Plasmodium protein, unknown function;N/A;1,74;0,18;0;3,21;0,02;0,07;4,3;2,69;6,43;0,31;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1451500"">PBANKA_1451500</a>"
PBANKA_1451600;SUMO-activating enzyme subunit 2, putative;UBA2;1,19;2,06;0,01;3,34;0,1;0,47;4,76;0,24;2,88;3,47;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1451600"">PBANKA_1451600</a>"
PBANKA_1451700;conserved Plasmodium protein, unknown function;N/A;2,96;5,31;1,71;1,28;0,41;0,62;1,36;2,45;2,23;2,49;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1451700"">PBANKA_1451700</a>"
PBANKA_1451800;conserved Plasmodium protein, unknown function;N/A;3,82;5,22;4,34;2,59;1,36;1,16;3,36;2,05;3,07;3,84;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1451800"">PBANKA_1451800</a>"
PBANKA_1451900;conserved Plasmodium protein, unknown function;N/A;0,55;1,39;1,92;1,06;0,06;0,16;1,37;0,22;0,89;4,23;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1451900"">PBANKA_1451900</a>"
PBANKA_1452000;hydrolase, putative;N/A;1,02;1,96;3,76;2,13;0,04;0,48;3,7;1,59;1,57;3,46;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1452000"">PBANKA_1452000</a>"
PBANKA_1452100;conserved Plasmodium protein, unknown function;N/A;2,95;4,24;1,1;3,04;0,27;0,5;4,45;2,17;3,66;1,78;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1452100"">PBANKA_1452100</a>"
PBANKA_1452200;periodic tryptophan protein 1, putative;PWP1;4,29;5,12;0,59;1,38;0,48;0,71;1,09;0,53;1,61;0,64;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1452200"">PBANKA_1452200</a>"
PBANKA_1452300;conserved protein, unknown function;N/A;5,52;7,1;1,62;4,19;1,8;3,71;4,15;2,6;3,13;1,77;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1452300"">PBANKA_1452300</a>"
PBANKA_1452400;ubiquitin-like modifier HUB1, putative;HUB1;1,15;3,33;0,15;2,12;0;0,41;2,41;1,06;0,3;0,12;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1452400"">PBANKA_1452400</a>"
PBANKA_1452500;conserved Plasmodium protein, unknown function;N/A;3,99;6,36;2,1;4,3;0,89;1,98;3,88;3,6;3,07;2,39;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_1452500"">PBANKA_1452500</a>"
